,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,FloorNo,TotalFloor
2279,2,9000,750,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2280,2,18000,1248,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2281,2,14000,1110,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2282,2,17000,1000,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Owner,3,5
2283,2,9000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
2284,1,7500,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2285,2,14000,950,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,5
2286,2,14000,1374,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2287,1,10000,1300,Carpet Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,Ground,1
2288,2,17000,1150,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,5,6
2289,1,6500,450,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,2,3
2290,2,10000,927,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2291,2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2292,2,12000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2293,1,6500,562,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2294,3,14000,1360,Super Area,Hyderabad,Furnished,Bachelors,2,Contact Owner,3,8
2295,2,12500,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,8
2296,2,12000,780,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,3
2297,1,10000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2298,2,17000,1050,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2299,1,15500,600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,Upper Basement,5
2300,2,10500,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2301,2,9000,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,7
2302,3,18000,1600,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2,5
2303,2,12000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2304,2,12000,130,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2305,1,6000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2306,2,12500,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,6
2307,2,7000,800,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,4
2308,2,17500,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4,6
2309,2,14000,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2310,2,9500,103,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2311,1,7000,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
2312,3,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,3,5
2313,3,15000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,5
2314,2,10000,140,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2315,3,14000,1800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2316,1,5500,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2317,2,14000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2318,2,10000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2319,2,10000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2320,2,13000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2321,1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2322,2,12000,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2323,2,9500,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2324,2,12000,200,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,1
2325,2,10000,1800,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,2,3
2326,2,8000,190,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,1
2327,3,16000,1350,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2328,2,12333,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2329,1,9500,400,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,3,4
2330,2,16000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
2331,3,14000,1300,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,2,3
2332,1,7500,400,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
2333,1,13900,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,6
2334,1,5500,500,Super Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,2,3
2335,2,9000,875,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2336,1,4700,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
2337,3,16500,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,2,6
2338,2,9500,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2339,2,12000,925,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2340,2,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2341,2,10000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2342,2,13000,133,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2343,2,7000,950,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,Ground,1
2344,3,12000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,4
2345,2,7500,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2346,2,15000,1095,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2347,1,8000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2348,3,15000,192,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,4
2349,2,12500,1315,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2350,1,8500,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2351,2,15000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2352,2,9000,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2353,2,14000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2354,2,11000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
2355,2,10000,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2356,2,10000,1070,Carpet Area,Hyderabad,Unfurnished,Family,2,Contact Owner,2,5
2357,2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,Ground,2
2358,2,16000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2359,2,8000,150,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2360,2,14000,850,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,4,6
2361,2,10000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2362,2,16000,1250,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
2363,1,6000,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2364,2,13000,1300,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
2365,2,8500,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,2
2366,2,12500,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2367,2,10000,650,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,4
2368,2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4,5
2369,3,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
2370,2,6000,1250,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,Ground,1
2371,2,18000,700,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7,8
2372,2,8500,700,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2373,2,7500,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2374,1,12000,300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2375,2,15000,980,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2376,2,15500,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2377,2,11000,1000,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,Ground,1
2378,2,15000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
2379,3,17000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,1
2380,2,12000,1050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,3,4
2381,2,11500,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2382,2,6500,700,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2383,1,10000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2384,1,6000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,6
2385,3,14000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2386,2,15000,1550,Super Area,Hyderabad,Furnished,Family,2,Contact Owner,Ground,13
2387,2,9500,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2388,2,10000,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2389,2,13000,900,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,3
2390,2,8000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,7
2391,2,12000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,1,2
2392,2,19000,1000,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,1,3
2393,2,15000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2394,2,15000,110,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2395,2,10000,103,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2396,2,10000,1050,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,5
2397,2,7000,60,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,6
2398,2,15000,1170,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2399,2,9500,167,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2400,1,6500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
2401,1,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
2402,1,8000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2403,1,3300,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2404,2,12000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2405,2,12000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,6
2406,2,10000,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
2407,1,8500,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2408,1,8000,540,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner,4,4
2409,1,8000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2410,2,13000,1225,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,4
2411,3,15500,1430,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,1
2412,2,10000,1197,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2413,2,18000,1150,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,2,5
2414,1,12000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,5
2415,2,9000,1200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2416,1,6000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2417,2,17000,1220,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,6
2418,1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
2419,2,9500,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2420,2,7000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2421,3,17000,100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
2422,2,19500,1140,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,5
2423,3,14000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2424,2,16000,1350,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2425,2,15000,180,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2426,2,13000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,6
2427,2,12000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,5
2428,2,12000,840,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2429,2,7500,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2430,2,13000,700,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,4
2431,2,18000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,Ground,2
2432,2,7000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
2433,3,16500,1600,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,2,5
2434,3,13000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,1,5
2435,1,6000,600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
2436,1,6000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2437,3,10000,1000,Carpet Area,Hyderabad,Furnished,Family,2,Contact Owner,2,2
2438,2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2439,2,15000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,3,5
2440,2,10000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2441,2,9000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2442,2,10000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,3
2443,2,8000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2444,2,8000,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2445,2,8500,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,16
2446,2,7500,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2447,2,5000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2448,1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2449,2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2450,2,15500,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2451,1,8000,550,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2452,2,12000,933,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,5
2453,3,15000,1100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,10
2454,2,10000,1030,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,3,6
2455,2,12500,850,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,5
2456,2,18000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2457,2,13000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
2458,2,12000,1440,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2459,2,10000,1200,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,2
2460,1,7000,400,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
2461,1,9000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2462,2,15000,1000,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,5
2463,2,18000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2464,1,8500,700,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2465,2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,6
2466,2,12500,900,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2467,2,10000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,2
2468,3,18000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,3,3
2469,3,12000,1275,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
2470,3,13000,1265,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,5
2471,1,13000,700,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,1,3
2472,2,9000,850,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,Ground,2
2473,2,10000,1285,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2474,3,15000,2000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,2
2475,1,13500,700,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,4
2476,2,10000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2477,2,10000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,5
2478,2,10000,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
2479,2,13000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2480,2,8000,840,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2481,2,8500,1050,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2482,3,12000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2483,3,15000,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,5
2484,2,9500,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
2485,2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2486,2,8000,175,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2487,2,9000,160,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2488,2,10000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,3
2489,1,9000,600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,3
2490,1,14000,540,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,1,5
2491,1,6000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
2492,2,15000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2493,2,8000,1350,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,2
2494,1,6000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
2495,2,10000,120,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2496,2,16000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,2
2497,2,14000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2498,2,10000,90,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2499,1,7000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2500,2,8000,1150,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2501,2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2502,3,10000,1100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
2503,3,15000,1360,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6,8
2504,1,6500,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2505,2,12000,700,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
2506,1,9000,100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Upper Basement,4
2507,2,7000,800,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,1
2508,2,9000,900,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2509,3,15500,1600,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,4
2510,2,10500,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2511,3,16000,1305,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2512,1,6000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2513,2,15000,600,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,2
2514,1,9000,890,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,4,5
2515,1,6500,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2516,2,6000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2517,2,15000,1050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2518,2,16000,1600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,2
2519,2,12000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,6
2520,2,13000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2521,2,10000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
